lead_id,name,age,location,property_type,owns_property,income_level,electricity_bill,contacted_before,interested,days_to_respond,bought_panel
2328,Sai Singh,36,Aundh,Commercial,True,Medium,5000,False,True,20,True
7525,Rupal Kumar,43,Hadapsar,Commercial,True,Medium,5000,True,False,7,False
4293,Shaurya Sharma,35,Viman Nagar,Commercial,False,Low,8000,True,True,16,True
2340,Krishna Yadav,53,Kedgaon,Commercial,False,High,500,False,False,13,False
5253,Aisha Reddy,31,Aundh,Residential,False,Medium,3000,True,True,24,True
7586,Krishna Sharma,52,Aundh,Residential,True,High,3000,True,True,11,False
8169,Pooja Bhosale,41,Shivajinagar,Farm,True,Medium,3000,True,True,24,True
1234,Krishna Patil,56,Aundh,Commercial,True,High,1500,False,True,4,True
3766,Reyansh Sharma,37,Kedgaon,Residential,False,Medium,3000,False,False,20,True
2206,Aarav Soni,49,Pune,Farm,True,Medium,5000,True,True,22,True
2903,Riya Reddy,25,Aundh,Commercial,True,Low,5000,True,False,18,False
6238,Rupal Deshmukh,59,Kothrud,Farm,True,High,3000,False,True,4,False
7433,Aisha Shetty,48,Kothrud,Commercial,True,Medium,8000,True,True,18,False
2388,Aditya Verma,31,Hadapsar,Commercial,False,High,1500,True,True,4,False
8209,Ravi Joshi,58,Hinjewadi,Farm,True,Low,1500,True,True,18,False
4499,Nisha Chavan,32,Baner,Farm,False,Medium,500,True,True,15,False
8743,Rupal Kumar,26,Kothrud,Farm,False,Low,8000,True,True,22,False
4879,Aisha Sharma,38,Kothrud,Farm,False,Medium,3000,False,False,11,False
8041,Pooja Joshi,31,Hadapsar,Residential,False,Low,5000,False,False,5,False
7124,Vivaan Patil,35,Bavdhan,Residential,True,Medium,1500,False,False,19,False
6573,Isha Pawar,59,Shivajinagar,Farm,True,Low,3000,True,False,16,True
1093,Vivaan Jadhav,57,Baner,Residential,False,Low,3000,False,False,26,True
6410,Nisha Reddy,27,Pune,Residential,False,Medium,500,True,True,13,True
7504,Rupal Patil,27,Baner,Commercial,False,Low,500,True,True,25,False
5072,Reyansh Verma,37,Shivajinagar,Farm,True,Low,500,True,False,7,True
9299,Pooja Shetty,46,Shivajinagar,Residential,True,Medium,8000,False,True,10,True
5062,Aisha Shetty,39,Kothrud,Residential,False,High,5000,False,True,13,True
8327,Aisha Reddy,28,Bavdhan,Residential,True,Medium,1500,True,True,4,True
1977,Nisha Mehta,46,Hinjewadi,Commercial,False,Medium,500,False,False,8,True
7192,Aarav Singh,50,Kedgaon,Commercial,True,Medium,1500,False,True,12,False
3086,Shaurya Patil,43,Pune,Residential,False,Low,3000,False,False,3,False
6536,Nisha Shetty,38,Kedgaon,Residential,True,Low,3000,True,False,30,False
6488,Yash Soni,36,Aundh,Commercial,False,High,8000,False,True,23,False
7275,Arjun Shetty,47,Hadapsar,Residential,True,High,1500,False,False,9,False
9845,Nisha Reddy,28,Aundh,Residential,True,Low,8000,True,False,24,True
6766,Riya Joshi,32,Baner,Farm,True,Low,8000,False,False,29,True
3148,Ananya Shetty,49,Viman Nagar,Commercial,False,High,3000,False,True,5,True
7336,Tanya Kumar,30,Hinjewadi,Residential,True,High,8000,False,False,22,True
6404,Ravi Patil,30,Hinjewadi,Farm,False,Low,5000,True,True,8,True
1174,Krishna Yadav,43,Viman Nagar,Residential,True,Medium,500,True,False,21,False
9949,Nisha Sharma,32,Baner,Residential,False,Medium,8000,True,True,19,False
1260,Madhuri Mehta,40,Viman Nagar,Farm,False,Low,8000,False,True,12,True
2779,Yash Patil,51,Viman Nagar,Farm,True,Low,5000,True,True,1,True
1642,Nisha Shetty,44,Hinjewadi,Farm,True,Low,1500,True,True,12,True
6955,Riya Kulkarni,52,Aundh,Commercial,True,Medium,1500,True,False,17,False
9121,Riya Chavan,54,Hadapsar,Residential,True,Medium,3000,True,True,26,True
7535,Krishna Naik,44,Baner,Farm,False,Low,1500,True,False,8,False
7737,Sai Verma,37,Bavdhan,Commercial,False,Medium,5000,False,True,7,False
4967,Shruti Joshi,45,Kothrud,Farm,False,High,500,False,True,30,False
3616,Madhuri Soni,35,Kothrud,Farm,False,High,500,True,False,15,True
9985,Pooja Reddy,52,Baner,Farm,True,Low,500,False,False,8,False
1521,Shaurya Thakur,51,Kothrud,Residential,False,Low,1500,False,False,18,True
6310,Isha Kumar,52,Bavdhan,Farm,False,Medium,8000,True,False,29,True
1644,Sai Joshi,28,Baner,Farm,False,Low,1500,False,False,12,False
9062,Madhuri Naik,32,Hadapsar,Commercial,True,Low,3000,False,True,6,True
6923,Ananya Shetty,34,Hinjewadi,Farm,True,Medium,500,True,False,10,False
2434,Krishna Mehta,40,Kothrud,Commercial,False,High,5000,True,False,13,True
2357,Krishna Kulkarni,60,Viman Nagar,Commercial,False,Low,5000,False,True,20,False
5352,Sai Naik,58,Aundh,Residential,True,High,3000,False,False,11,True
9804,Ananya Verma,59,Kedgaon,Farm,True,Low,8000,False,False,21,False
3759,Sai Kumar,25,Pune,Residential,True,Medium,8000,False,True,20,True
5684,Ravi Chavan,56,Hadapsar,Residential,True,Low,3000,False,False,28,False
4689,Sai Gupta,50,Pune,Commercial,True,Medium,8000,False,True,4,True
7214,Vivaan Singh,47,Viman Nagar,Farm,False,Medium,500,True,True,1,True
5399,Aisha Mehta,58,Kedgaon,Residential,True,High,5000,False,True,16,False
7041,Madhuri Thakur,25,Kothrud,Residential,True,Medium,3000,True,False,28,False
3902,Krishna Reddy,50,Baner,Commercial,False,Medium,5000,False,False,19,True
5692,Vivaan Yadav,44,Hinjewadi,Commercial,False,Low,1500,False,False,15,False
2889,Aarav Thakur,44,Baner,Farm,True,Low,5000,False,False,15,False
2765,Nisha Singh,39,Hadapsar,Residential,False,High,1500,False,False,15,True
7070,Aarav Verma,31,Kothrud,Commercial,False,Low,1500,False,True,30,True
8669,Aarav Chavan,39,Viman Nagar,Farm,True,Medium,500,False,False,14,True
1072,Riya Joshi,28,Viman Nagar,Commercial,True,Medium,3000,False,False,11,True
4264,Arjun Sharma,48,Baner,Commercial,True,Medium,8000,False,True,28,False
1848,Pooja Joshi,56,Kothrud,Commercial,True,Low,500,False,True,6,False
8126,Krishna Deshmukh,59,Bavdhan,Farm,True,High,500,False,True,5,False
9844,Shaurya Pawar,54,Aundh,Farm,False,High,3000,False,False,19,False
8934,Aarav Jadhav,53,Aundh,Farm,True,Low,3000,True,True,16,True
5914,Ananya Pawar,29,Kothrud,Farm,False,Low,5000,True,True,22,True
2006,Isha Yadav,41,Aundh,Residential,False,Low,5000,False,False,11,False
7570,Shaurya Joshi,56,Viman Nagar,Commercial,False,Medium,3000,True,False,13,True
7334,Pooja Patil,50,Hadapsar,Residential,True,Low,1500,True,True,13,False
8910,Yash Reddy,28,Hinjewadi,Commercial,False,High,1500,True,False,14,False
8970,Aarav Bhosale,35,Shivajinagar,Commercial,False,High,5000,True,False,23,True
4618,Sai Deshmukh,31,Bavdhan,Commercial,False,Medium,1500,True,True,27,False
9243,Krishna Bhosale,48,Bavdhan,Residential,False,Medium,500,True,True,17,True
5986,Madhuri Patil,31,Kedgaon,Farm,True,Low,500,True,True,30,False
6868,Pooja Joshi,25,Kedgaon,Commercial,False,Low,8000,True,False,11,True
8576,Sai Chavan,32,Aundh,Commercial,True,High,500,True,True,6,False
4202,Vivaan Patil,60,Pune,Commercial,False,Low,1500,False,False,15,False
2479,Sai Mehta,25,Hadapsar,Farm,True,Medium,8000,False,False,14,False
1177,Reyansh Thakur,37,Aundh,Commercial,False,Low,500,False,True,24,True
2629,Reyansh Yadav,38,Kothrud,Farm,True,Low,3000,True,False,11,True
6225,Pooja Verma,59,Baner,Commercial,False,High,3000,False,True,17,False
5106,Aarav Chavan,51,Baner,Farm,False,High,8000,False,False,1,True
2664,Aditya Kulkarni,26,Aundh,Farm,True,Low,3000,False,False,20,False
9102,Krishna Bhosale,32,Kothrud,Farm,True,Low,1500,False,False,5,True
3417,Krishna Pawar,32,Hinjewadi,Residential,True,Low,1500,True,True,5,True
8297,Sai Verma,54,Kothrud,Commercial,False,Medium,500,False,False,18,True
3924,Vivaan Gupta,55,Hadapsar,Farm,False,High,5000,False,True,28,True
8240,Rupal Singh,58,Hinjewadi,Residential,True,High,3000,False,True,6,False
5536,Ananya Sharma,29,Hadapsar,Commercial,True,High,5000,False,False,10,True
2118,Shaurya Jadhav,25,Bavdhan,Residential,False,High,5000,False,False,26,False
7741,Sai Reddy,37,Hadapsar,Commercial,False,Low,5000,True,True,5,True
8998,Aarav Bhosale,39,Aundh,Residential,False,Low,5000,False,False,24,True
9050,Rupal Deshmukh,35,Hadapsar,Commercial,True,Medium,500,False,False,6,True
9421,Sai Kumar,42,Shivajinagar,Residential,False,High,3000,True,False,18,True
4735,Aarav Shetty,29,Viman Nagar,Farm,False,High,8000,False,True,15,True
9157,Yash Joshi,54,Hadapsar,Residential,False,High,1500,True,False,6,True
6284,Rupal Thakur,53,Pune,Commercial,True,Medium,5000,False,True,22,False
5529,Aisha Singh,46,Shivajinagar,Farm,True,High,1500,True,True,25,True
9022,Krishna Yadav,40,Hinjewadi,Farm,False,Medium,1500,False,True,6,False
7956,Riya Gupta,52,Hadapsar,Residential,True,High,3000,True,False,3,True
2833,Riya Gupta,50,Viman Nagar,Residential,True,Medium,5000,True,False,24,False
1120,Ravi Mehta,57,Hinjewadi,Farm,True,Medium,500,False,False,6,False
8027,Aditya Jadhav,42,Kedgaon,Commercial,True,Low,5000,False,False,7,False
9419,Nisha Thakur,58,Hinjewadi,Residential,False,Low,5000,True,True,9,False
7829,Isha Joshi,56,Viman Nagar,Commercial,False,Low,1500,True,True,24,True
5341,Nisha Kulkarni,37,Baner,Farm,False,High,3000,False,False,7,True
3231,Aditya Patil,44,Kedgaon,Residential,True,High,500,False,False,13,False
6417,Sai Patil,40,Viman Nagar,Farm,True,Low,3000,True,False,11,True
1211,Riya Joshi,47,Baner,Commercial,False,Low,1500,True,True,9,True
7413,Reyansh Bhosale,54,Aundh,Farm,False,High,1500,True,False,25,False
7028,Shaurya Bhosale,31,Hadapsar,Commercial,False,High,500,False,True,19,True
1067,Arjun Shetty,45,Kedgaon,Farm,False,Low,500,True,True,17,False
5823,Krishna Singh,31,Hinjewadi,Farm,False,High,500,True,False,19,False
2422,Arjun Patil,49,Pune,Farm,True,High,5000,False,True,11,True
9672,Madhuri Bhosale,26,Baner,Commercial,True,High,3000,True,False,19,True
7060,Nisha Pawar,35,Viman Nagar,Residential,True,Low,3000,False,True,15,True
9339,Rupal Joshi,29,Shivajinagar,Residential,True,Low,5000,False,True,20,True
5850,Tanya Bhosale,45,Pune,Residential,True,High,500,True,False,18,False
1707,Yash Patil,31,Aundh,Residential,True,Medium,500,False,True,28,True
1067,Arjun Chavan,28,Kedgaon,Farm,False,Medium,3000,True,False,9,True
9899,Aisha Thakur,35,Aundh,Farm,False,Medium,8000,False,False,27,False
2515,Arjun Sharma,44,Baner,Residential,False,Low,500,False,False,26,True
2294,Krishna Kumar,47,Baner,Residential,False,High,1500,False,True,28,False
6657,Vivaan Sharma,59,Kedgaon,Commercial,False,Medium,3000,False,True,9,True
2088,Reyansh Singh,30,Aundh,Farm,False,High,1500,False,False,14,False
9556,Reyansh Reddy,42,Bavdhan,Commercial,False,Low,500,True,False,2,False
8692,Vivaan Mehta,35,Kothrud,Residential,True,Low,3000,True,False,8,False
7611,Nisha Kulkarni,26,Shivajinagar,Residential,True,High,500,True,True,29,False
5270,Rupal Deshmukh,38,Bavdhan,Farm,False,Low,5000,True,True,13,False
6934,Isha Bhosale,50,Hinjewadi,Farm,False,Low,5000,False,False,21,False
2416,Arjun Yadav,56,Hadapsar,Farm,False,Low,5000,True,False,7,False
5183,Riya Deshmukh,31,Pune,Farm,True,High,8000,False,False,1,True
1631,Shaurya Chavan,42,Aundh,Farm,False,Medium,1500,False,True,5,True
1685,Pooja Pawar,58,Kothrud,Commercial,False,Low,8000,True,True,29,False
6713,Ravi Pawar,40,Kedgaon,Farm,True,Low,500,True,False,20,True
5382,Madhuri Shetty,34,Shivajinagar,Farm,True,Low,5000,True,False,24,True
5492,Riya Mehta,26,Hadapsar,Farm,False,Medium,1500,False,True,8,False
9251,Ananya Mehta,31,Baner,Residential,True,Medium,500,True,True,25,False
4028,Pooja Patil,38,Aundh,Commercial,True,High,3000,False,True,26,False
2322,Pooja Singh,52,Aundh,Farm,False,Low,1500,True,True,17,False
8805,Isha Yadav,38,Pune,Farm,True,Medium,3000,False,False,22,True
4241,Aarav Singh,39,Kedgaon,Farm,False,Medium,1500,False,False,1,True
7517,Shruti Deshmukh,40,Pune,Farm,False,Medium,1500,True,False,8,False
7494,Arjun Gupta,33,Hadapsar,Farm,False,High,500,False,False,15,False
7861,Tanya Pawar,40,Kedgaon,Residential,True,High,3000,True,True,13,True
4599,Nisha Gupta,32,Hinjewadi,Farm,True,High,1500,False,True,1,True
8895,Pooja Naik,56,Kedgaon,Commercial,True,Low,5000,False,True,4,False
7044,Ananya Gupta,58,Kothrud,Residential,False,High,5000,False,True,7,True
4468,Tanya Verma,27,Hadapsar,Commercial,False,High,8000,False,False,14,False
4892,Madhuri Patil,37,Kedgaon,Farm,True,Low,5000,False,False,14,False
5347,Vivaan Yadav,52,Viman Nagar,Farm,True,Medium,3000,False,False,7,True
4759,Rupal Shetty,31,Kedgaon,Residential,False,High,8000,False,True,29,True
3486,Shruti Joshi,47,Bavdhan,Commercial,False,Low,5000,False,True,12,True
7565,Shaurya Soni,49,Baner,Residential,True,Medium,1500,True,True,30,False
1314,Rupal Patil,39,Kothrud,Residential,True,Low,8000,True,True,17,False
7337,Madhuri Singh,37,Shivajinagar,Residential,True,Low,5000,False,False,9,True
3542,Shaurya Naik,56,Bavdhan,Farm,True,Low,8000,True,False,2,False
3712,Shaurya Bhosale,32,Aundh,Residential,True,Low,5000,False,True,27,True
3065,Yash Thakur,39,Bavdhan,Commercial,True,Medium,3000,True,True,12,True
1351,Isha Verma,45,Shivajinagar,Residential,True,Low,3000,True,True,14,False
3595,Arjun Pawar,42,Pune,Farm,True,Low,5000,False,False,13,True
3227,Yash Verma,47,Kedgaon,Commercial,True,High,1500,False,True,30,True
8633,Tanya Naik,35,Kothrud,Commercial,False,Medium,8000,False,True,16,False
5447,Nisha Reddy,36,Shivajinagar,Commercial,False,Low,3000,False,True,24,True
5398,Riya Gupta,43,Viman Nagar,Commercial,True,Low,3000,False,True,10,False
6231,Ananya Patil,46,Pune,Farm,False,High,8000,False,True,1,True
9800,Aisha Verma,30,Baner,Residential,True,Medium,3000,True,False,27,False
6040,Shruti Kulkarni,33,Kothrud,Residential,True,High,5000,True,True,1,True
4934,Aditya Deshmukh,50,Aundh,Commercial,False,High,500,False,False,29,True
3024,Tanya Yadav,25,Pune,Farm,False,Low,3000,True,False,23,False
5381,Ravi Reddy,32,Aundh,Commercial,False,High,1500,False,True,17,False
5668,Aisha Thakur,44,Viman Nagar,Residential,True,Low,500,True,False,3,True
5717,Isha Naik,48,Baner,Farm,True,Medium,1500,False,False,20,False
9639,Sai Naik,50,Bavdhan,Residential,True,High,3000,True,False,22,True
9771,Shruti Jadhav,35,Baner,Commercial,False,Medium,8000,False,False,4,False
7505,Rupal Jadhav,54,Bavdhan,Residential,True,High,3000,False,True,10,True
4693,Yash Joshi,35,Bavdhan,Farm,True,Medium,3000,False,True,13,True
5467,Vivaan Kulkarni,55,Baner,Commercial,False,Low,8000,True,True,14,False
4312,Isha Thakur,32,Viman Nagar,Residential,True,High,500,True,False,19,False
9766,Krishna Reddy,30,Kedgaon,Residential,True,High,8000,True,False,18,True
8815,Shruti Kulkarni,59,Hinjewadi,Farm,False,Medium,8000,False,False,26,False
1861,Sai Deshmukh,38,Shivajinagar,Farm,False,Low,500,False,False,3,True
7941,Sai Sharma,53,Baner,Residential,True,Medium,5000,False,False,10,False
1190,Reyansh Naik,53,Kothrud,Commercial,False,Low,1500,True,False,29,False
5008,Reyansh Kulkarni,44,Viman Nagar,Farm,True,Low,8000,False,True,17,True
2811,Arjun Mehta,45,Shivajinagar,Residential,False,Low,3000,False,True,16,True
4471,Ravi Shetty,54,Hadapsar,Farm,False,Low,1500,True,False,21,True
2191,Ravi Naik,36,Bavdhan,Commercial,True,High,8000,True,True,10,False
8070,Shaurya Joshi,51,Baner,Residential,False,High,500,False,False,3,False
9058,Sai Thakur,60,Hinjewadi,Residential,False,Low,8000,True,True,27,False
4215,Pooja Singh,25,Kedgaon,Farm,False,Medium,1500,False,True,21,False
3910,Rupal Verma,35,Pune,Farm,True,High,8000,True,True,16,False
6303,Ananya Bhosale,60,Shivajinagar,Farm,True,Low,1500,False,False,22,False
8889,Arjun Jadhav,45,Hinjewadi,Commercial,True,Low,3000,True,False,8,False
9351,Aisha Sharma,42,Hinjewadi,Farm,True,High,3000,False,False,29,True
3920,Arjun Singh,30,Shivajinagar,Residential,True,High,1500,False,False,11,True
8089,Madhuri Sharma,36,Kedgaon,Commercial,True,High,500,True,True,15,True
7842,Ananya Gupta,41,Baner,Residential,False,Low,500,True,False,15,False
7891,Rupal Patil,34,Baner,Residential,False,Low,3000,True,True,6,True
3212,Shaurya Reddy,49,Baner,Commercial,True,Medium,5000,False,False,13,True
6724,Aisha Deshmukh,49,Hadapsar,Commercial,True,High,3000,True,True,15,True
1614,Reyansh Bhosale,40,Baner,Farm,False,High,500,True,False,15,False
2670,Sai Jadhav,26,Hinjewadi,Residential,True,High,1500,False,False,27,True
3342,Aditya Mehta,44,Baner,Commercial,False,High,1500,False,False,24,False
4188,Krishna Verma,38,Kothrud,Residential,True,Medium,5000,True,True,29,True
5143,Arjun Bhosale,38,Hadapsar,Commercial,True,High,500,False,False,4,False
6738,Yash Jadhav,42,Aundh,Commercial,True,Low,1500,False,False,6,False
3669,Shaurya Singh,29,Baner,Residential,True,High,8000,True,False,15,False
6469,Reyansh Mehta,45,Aundh,Farm,False,Medium,3000,True,True,3,False
8271,Sai Kumar,58,Kothrud,Commercial,True,Medium,1500,False,False,16,True
3106,Nisha Gupta,52,Bavdhan,Farm,True,High,5000,True,False,10,True
3928,Riya Reddy,27,Bavdhan,Farm,False,Low,5000,True,False,10,False
1941,Shaurya Reddy,40,Aundh,Residential,False,Low,1500,True,False,6,True
5506,Reyansh Kulkarni,46,Baner,Farm,False,High,8000,False,True,6,True
9473,Nisha Mehta,35,Shivajinagar,Farm,True,Medium,8000,True,False,19,False
5881,Shaurya Kulkarni,40,Kedgaon,Farm,True,High,5000,True,False,26,False
4589,Aarav Yadav,26,Kedgaon,Residential,False,High,8000,False,True,8,True
3597,Riya Reddy,41,Kedgaon,Residential,True,Low,8000,True,True,29,True
4136,Pooja Verma,44,Hinjewadi,Commercial,False,High,1500,False,True,11,False
9042,Pooja Verma,25,Kedgaon,Commercial,True,High,8000,True,True,9,False
2555,Yash Kulkarni,34,Bavdhan,Residential,False,Low,3000,False,True,27,True
8237,Pooja Singh,25,Aundh,Residential,True,Low,3000,True,False,5,True
5692,Arjun Jadhav,58,Hinjewadi,Residential,True,Low,5000,False,True,29,False
1168,Arjun Sharma,26,Baner,Farm,False,Medium,3000,True,False,5,False
3581,Pooja Chavan,47,Shivajinagar,Residential,False,High,5000,True,False,25,True
2822,Tanya Gupta,31,Hadapsar,Commercial,False,Medium,3000,False,True,8,True
2097,Aditya Yadav,52,Kothrud,Commercial,False,Medium,8000,True,True,27,True
7195,Arjun Naik,55,Kedgaon,Farm,False,Low,8000,False,True,16,False
3665,Nisha Kulkarni,45,Shivajinagar,Farm,True,High,1500,False,False,1,False
6446,Aisha Patil,49,Aundh,Commercial,False,High,5000,False,False,11,True
6412,Vivaan Shetty,45,Shivajinagar,Commercial,True,Medium,3000,True,True,23,False
4323,Aisha Shetty,45,Shivajinagar,Commercial,False,Low,8000,True,True,14,False
2308,Reyansh Pawar,57,Kothrud,Commercial,False,High,3000,True,False,1,True
7136,Shaurya Kumar,59,Bavdhan,Farm,False,Medium,8000,True,True,24,False
5240,Aisha Kulkarni,37,Kedgaon,Commercial,False,High,3000,True,True,14,False
8910,Krishna Kumar,58,Kedgaon,Commercial,True,High,1500,False,False,12,False
5407,Ravi Sharma,54,Aundh,Residential,True,Medium,3000,False,True,6,True
4672,Riya Jadhav,54,Bavdhan,Residential,False,High,8000,False,False,27,True
2947,Vivaan Mehta,47,Shivajinagar,Commercial,False,Low,3000,True,True,6,True
3411,Ananya Mehta,36,Baner,Residential,False,Low,500,True,True,8,True
8042,Aditya Kulkarni,45,Hadapsar,Commercial,False,Medium,8000,True,False,9,False
8102,Krishna Shetty,52,Pune,Farm,False,Medium,5000,True,False,4,True
5081,Ananya Jadhav,26,Aundh,Residential,False,Medium,500,True,True,6,True
6763,Tanya Pawar,27,Bavdhan,Commercial,True,High,5000,True,True,15,True
4345,Shruti Yadav,40,Shivajinagar,Residential,True,Low,5000,True,True,27,True
8623,Isha Naik,26,Kedgaon,Commercial,True,High,8000,False,True,27,False
7983,Aisha Deshmukh,49,Hinjewadi,Farm,True,Medium,5000,True,False,23,True
7904,Riya Deshmukh,47,Bavdhan,Residential,True,High,500,False,True,25,True
5969,Aisha Shetty,48,Bavdhan,Residential,False,Low,5000,True,False,26,False
5406,Riya Patil,44,Bavdhan,Farm,True,Low,8000,False,False,18,True
2062,Aarav Reddy,30,Hinjewadi,Farm,True,High,5000,True,False,29,True
2870,Arjun Thakur,38,Kothrud,Residential,False,Medium,3000,False,False,11,True
6921,Rupal Verma,28,Hadapsar,Commercial,True,High,3000,False,True,30,True
